bench,bpred,size,frmt,metric,value
gcc,tscl,256KB,1,reverse_used_ras.PP,121385
gcc,tscl,256KB,1,reverse_ras_hits.PP,121385
gcc,tscl,256KB,1,reverse_ras_rate.PP,1.0000
gcc,tscl,256KB,0,lookups,2411848
gcc,tscl,256KB,0,updates,2060457
gcc,tscl,256KB,0,addr_hits,1858767
gcc,tscl,256KB,0,dir_hits,1921271
gcc,tscl,256KB,0,misses,139186
gcc,tscl,256KB,0,jr_hits,134497
gcc,tscl,256KB,0,jr_seen,174461
gcc,tscl,256KB,0,jr_non_ras_hits.PP,17126
gcc,tscl,256KB,0,jr_non_ras_seen.PP,53076
gcc,tscl,256KB,0,bpred_addr_rate,0.9021
gcc,tscl,256KB,0,bpred_dir_rate,0.9324
gcc,tscl,256KB,0,bpred_jr_rate,0.7709
gcc,tscl,256KB,0,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,256KB,0,retstack_pushes,148556
gcc,tscl,256KB,0,retstack_pops,133952
gcc,tscl,256KB,0,used_ras.PP,121385
gcc,tscl,256KB,0,ras_hits.PP,117371
gcc,tscl,256KB,0,ras_rate.PP,0.9669
gcc,tscl,256KB,0,reverse_lookups,2060457
gcc,tscl,256KB,0,reverse_updates,2060457
gcc,tscl,256KB,0,reverse_addr_hits,1835436
gcc,tscl,256KB,0,reverse_dir_hits,1895838
gcc,tscl,256KB,0,reverse_misses,164619
gcc,tscl,256KB,0,reverse_jr_hits,138533
gcc,tscl,256KB,0,reverse_jr_seen,174461
gcc,tscl,256KB,0,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,256KB,0,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,256KB,0,reverse_bpred_addr_rate,0.8908
gcc,tscl,256KB,0,reverse_bpred_dir_rate,0.9201
gcc,tscl,256KB,0,reverse_bpred_jr_rate,0.7941
gcc,tscl,256KB,0,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,256KB,0,reverse_retstack_pushes,121385
gcc,tscl,256KB,0,reverse_retstack_pops,121396
gcc,tscl,256KB,0,reverse_used_ras.PP,121385
gcc,tscl,256KB,0,reverse_ras_hits.PP,121385
gcc,tscl,256KB,0,reverse_ras_rate.PP,1.0000
gcc,tscl,32KB,1,lookups,2421257
gcc,tscl,32KB,1,updates,2060457
gcc,tscl,32KB,1,addr_hits,1846112
gcc,tscl,32KB,1,dir_hits,1908100
gcc,tscl,32KB,1,misses,152357
gcc,tscl,32KB,1,jr_hits,134497
gcc,tscl,32KB,1,jr_seen,174461
gcc,tscl,32KB,1,jr_non_ras_hits.PP,17126
gcc,tscl,32KB,1,jr_non_ras_seen.PP,53076
gcc,tscl,32KB,1,bpred_addr_rate,0.8960
gcc,tscl,32KB,1,bpred_dir_rate,0.9261
gcc,tscl,32KB,1,bpred_jr_rate,0.7709
gcc,tscl,32KB,1,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,32KB,1,retstack_pushes,148799
gcc,tscl,32KB,1,retstack_pops,134366
gcc,tscl,32KB,1,used_ras.PP,121385
gcc,tscl,32KB,1,ras_hits.PP,117371
gcc,tscl,32KB,1,ras_rate.PP,0.9669
gcc,tscl,32KB,1,reverse_lookups,2060457
gcc,tscl,32KB,1,reverse_updates,2060457
gcc,tscl,32KB,1,reverse_addr_hits,1922703
gcc,tscl,32KB,1,reverse_dir_hits,1980781
gcc,tscl,32KB,1,reverse_misses,79676
gcc,tscl,32KB,1,reverse_jr_hits,138533
gcc,tscl,32KB,1,reverse_jr_seen,174461
gcc,tscl,32KB,1,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,32KB,1,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,32KB,1,reverse_bpred_addr_rate,0.9331
gcc,tscl,32KB,1,reverse_bpred_dir_rate,0.9613
gcc,tscl,32KB,1,reverse_bpred_jr_rate,0.7941
gcc,tscl,32KB,1,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,32KB,1,reverse_retstack_pushes,121385
gcc,tscl,32KB,1,reverse_retstack_pops,121396
gcc,tscl,32KB,1,reverse_used_ras.PP,121385
gcc,tscl,32KB,1,reverse_ras_hits.PP,121385
gcc,tscl,32KB,1,reverse_ras_rate.PP,1.0000
gcc,tscl,32KB,0,lookups,2424352
gcc,tscl,32KB,0,updates,2060457
gcc,tscl,32KB,0,addr_hits,1847367
gcc,tscl,32KB,0,dir_hits,1909489
gcc,tscl,32KB,0,misses,150968
gcc,tscl,32KB,0,jr_hits,134491
gcc,tscl,32KB,0,jr_seen,174461
gcc,tscl,32KB,0,jr_non_ras_hits.PP,17126
gcc,tscl,32KB,0,jr_non_ras_seen.PP,53076
gcc,tscl,32KB,0,bpred_addr_rate,0.8966
gcc,tscl,32KB,0,bpred_dir_rate,0.9267
gcc,tscl,32KB,0,bpred_jr_rate,0.7709
gcc,tscl,32KB,0,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,32KB,0,retstack_pushes,149338
gcc,tscl,32KB,0,retstack_pops,134254
gcc,tscl,32KB,0,used_ras.PP,121385
gcc,tscl,32KB,0,ras_hits.PP,117365
gcc,tscl,32KB,0,ras_rate.PP,0.9669
gcc,tscl,32KB,0,reverse_lookups,2060457
gcc,tscl,32KB,0,reverse_updates,2060457
gcc,tscl,32KB,0,reverse_addr_hits,1648228
gcc,tscl,32KB,0,reverse_dir_hits,1709283
gcc,tscl,32KB,0,reverse_misses,351174
gcc,tscl,32KB,0,reverse_jr_hits,138533
gcc,tscl,32KB,0,reverse_jr_seen,174461
gcc,tscl,32KB,0,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,32KB,0,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,32KB,0,reverse_bpred_addr_rate,0.7999
gcc,tscl,32KB,0,reverse_bpred_dir_rate,0.8296
gcc,tscl,32KB,0,reverse_bpred_jr_rate,0.7941
gcc,tscl,32KB,0,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,32KB,0,reverse_retstack_pushes,121385
gcc,tscl,32KB,0,reverse_retstack_pops,121396
gcc,tscl,32KB,0,reverse_used_ras.PP,121385
gcc,tscl,32KB,0,reverse_ras_hits.PP,121385
gcc,tscl,32KB,0,reverse_ras_rate.PP,1.0000
gcc,tscl,512KB,1,lookups,2410816
gcc,tscl,512KB,1,updates,2060457
gcc,tscl,512KB,1,addr_hits,1861073
gcc,tscl,512KB,1,dir_hits,1923532
gcc,tscl,512KB,1,misses,136925
gcc,tscl,512KB,1,jr_hits,134597
gcc,tscl,512KB,1,jr_seen,174461
gcc,tscl,512KB,1,jr_non_ras_hits.PP,17126
gcc,tscl,512KB,1,jr_non_ras_seen.PP,53076
gcc,tscl,512KB,1,bpred_addr_rate,0.9032
gcc,tscl,512KB,1,bpred_dir_rate,0.9335
gcc,tscl,512KB,1,bpred_jr_rate,0.7715
gcc,tscl,512KB,1,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,512KB,1,retstack_pushes,148425
gcc,tscl,512KB,1,retstack_pops,133892
gcc,tscl,512KB,1,used_ras.PP,121385
gcc,tscl,512KB,1,ras_hits.PP,117471
gcc,tscl,512KB,1,ras_rate.PP,0.9678
gcc,tscl,512KB,1,reverse_lookups,2060457
gcc,tscl,512KB,1,reverse_updates,2060457
gcc,tscl,512KB,1,reverse_addr_hits,1902428
